nearest_trios_time,lon,lat,depth,Pressure,Wavelength,Counts,intesity
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,402.756,24183,0.03700337395854851
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,406.099,26039,0.03984331367103522
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,409.443,27909,0.042704675342560075
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,412.787,30283,0.046337227539458486
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,416.131,32615,0.049905513859242426
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,419.476,34848,0.053322316325828
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,422.821,36895,0.05645451276519238
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,426.166,37928,0.05803514731422189
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,429.511,39366,0.06023548853542657
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,432.857,42660,0.06527576946911795
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,436.203,47082,0.07204204824531203
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,439.549,51012,0.07805549817530813
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,442.895,54621,0.08357777318735798
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,446.241,57973,0.08870680223706458
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,449.588,59882,0.09162783936591001
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,452.935,60461,0.0925137903861308
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,456.282,59963,0.09175178070034505
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,459.629,59390,0.09087501051971203
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,462.976,58141,0.08896386574552242
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,466.324,56621,0.08663805304995142
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,469.671,55592,0.08506353906064709
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,473.019,55503,0.08492735660676169
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,476.366,55965,0.08563428125502077
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,479.714,56125,0.08587910364402825
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,483.062,54901,0.08400621236812106
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,486.409,53434,0.08176149708890879
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,489.757,53050,0.08117392335529085
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,493.105,53415,0.08173242443021414
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,496.453,53022,0.08113107943721454
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,499.801,52266,0.07997429364915422
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,503.149,51955,0.07949842013052094
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,506.497,52093,0.07970957944103989
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,509.845,51825,0.07929950193945236
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,513.192,50739,0.07763776997406413
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,516.54,50243,0.07687882056814095
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,519.888,51481,0.07877313380308629
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,523.235,53738,0.08222665962802299
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,526.583,55871,0.08549044810147888
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,529.93,57753,0.0883701714521793
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,533.277,59299,0.09073576778596402
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,536.624,59861,0.09159570642735278
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,539.971,60009,0.09182216713718469
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,543.318,59927,0.09169669566281836
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,546.665,59718,0.09137689641717735
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,550.011,59023,0.09031344916492613
2024-06-14T11:12:12Z,-20.6239273431894,62.5276280563145,4.32829247221104,NA,553.358,57979,0.08871598307665236
